Origins;192894;192966;192971;193080
192894;0.806745;1.317681;1.093319;1.42455
192966;0.297827;1.729616;0.679476;1.146337
192971;0.263831;0.766438;0.770798;0.730237
193080;0.639055;2.133752;1.322516;2.54544
